名称,地址,经纬度,电话,省份,城市,区县
密斯特吴造型(鑫苑嘉园店),佳和阳光西北门北50米,"125.312060,47.895413",[],黑龙江省,齐齐哈尔市,依安县
飘丝坊造型(民乐街店),春晖名苑7号楼楼下,"125.308547,47.893886",13644622279,黑龙江省,齐齐哈尔市,依安县
首艺烫染,展望路与民乐街交叉口东北40米,"125.303366,47.899545",[],黑龙江省,齐齐哈尔市,依安县
尚古美发工作室,民乐街与明安路交叉口东南60米,"125.310219,47.888798",13204522868,黑龙江省,齐齐哈尔市,依安县
金榜美发(泰安大街),水利排灌小区西南门旁,"125.303372,47.895257",13079618567,黑龙江省,齐齐哈尔市,依安县
丽人行发型设计室,民生街与民裕路交叉口东20米,"125.306585,47.886137",[],黑龙江省,齐齐哈尔市,依安县
杨帆美发店,鑫凯嘉园东门南100米,"125.307612,47.899159",[],黑龙江省,齐齐哈尔市,依安县
木子美发,明安路与城兴街交叉口西60米,"125.302488,47.886961",[],黑龙江省,齐齐哈尔市,依安县
新标榜专业染烫店,212省道与214省道交叉口西北160米,"125.364816,47.474735",[],黑龙江省,齐齐哈尔市,依安县
绿洲美发,翰博小区西门东南100米,"125.315244,47.897016",[],黑龙江省,齐齐哈尔市,依安县
阿哲有家理发店,依安镇西北街政府二号综合楼6号商服,"125.303920,47.893722",15245270828,黑龙江省,齐齐哈尔市,依安县
艺美烫染造型(城育路店),依安镇城育路清新家园二期B区1栋东1号商服,"125.301273,47.889977",[],黑龙江省,齐齐哈尔市,依安县
阿鑫烫染造型(泰安新城B区店),依安县实验中学南侧120米,"125.305576,47.910180",[],黑龙江省,齐齐哈尔市,依安县
匠人美发工作室(明珠国际店),明珠国际西南门西北90米,"125.306141,47.902499",[],黑龙江省,齐齐哈尔市,依安县
鑫缘美发(园丁楼店),依安镇北三道街农行道口西走50米路南,"125.304834,47.890760",[],黑龙江省,齐齐哈尔市,依安县
薪艺美发(鑫苑嘉园店),鑫苑嘉园17栋,"125.314151,47.896216",[],黑龙江省,齐齐哈尔市,依安县
美丝达美发中心,客运站对面建筑公司楼下,"125.311643,47.889992",[],黑龙江省,齐齐哈尔市,依安县
俏颜美发(水利排灌小区店),水利排灌小区西南门旁,"125.303349,47.895263",15636258755,黑龙江省,齐齐哈尔市,依安县
金榜美发(北新路店),依安县疾病控制中心对过,"125.304373,47.896143",13079618567,黑龙江省,齐齐哈尔市,依安县
四海·SH美容美发美甲微整铂金店,北三道街农行东走路南,"125.306514,47.891495",[],黑龙江省,齐齐哈尔市,依安县
天美发型设计室(世纪雅苑店),世纪雅苑南门西南50米,"125.309457,47.894513",[],黑龙江省,齐齐哈尔市,依安县
蒂凡尼造型(民乐街店),民乐街与民强路交叉口南60米,"125.308808,47.890059",13946215001,黑龙江省,齐齐哈尔市,依安县
简艺造型,佳和阳光东南门旁,"125.312896,47.893987",18746250392,黑龙江省,齐齐哈尔市,依安县
奈·丝发型工作室(园丁楼店),城育路与民生街交叉口东60米,"125.304257,47.890572",18686988102,黑龙江省,齐齐哈尔市,依安县
丹丹发型设计,民生街与明安路交叉口东南60米,"125.305820,47.887259",[],黑龙江省,齐齐哈尔市,依安县
利宝发艺(平安小区店),依安镇平安小区,"125.308254,47.891651",13101525300,黑龙江省,齐齐哈尔市,依安县
女人坊美容美发瘦身会馆(民强路店),城工街与民强路交叉口西北60米,"125.310256,47.891777",15846274931,黑龙江省,齐齐哈尔市,依安县
毫末发型设计(泰安新城B区店),泰安新城B区9栋4门市,"125.306761,47.910199",18245266695,黑龙江省,齐齐哈尔市,依安县
青丝时尚造型(兴安家园店),泰安大街52号,"125.307048,47.891600",[],黑龙江省,齐齐哈尔市,依安县
晓敏美发室,泰安大街412号,"125.303034,47.894960",13069978009,黑龙江省,齐齐哈尔市,依安县
名角发型设计,佳和阳光一期一号楼17号门市,"125.311318,47.894563",15174651497,黑龙江省,齐齐哈尔市,依安县
添秀造型(泰安新城C区店),泰安新城C区,"125.308515,47.910113",13514653841,黑龙江省,齐齐哈尔市,依安县
男孩女孩造型(泰安新城A区店),泰安新城A区一栋4号门市,"125.304424,47.908592",13634529521,黑龙江省,齐齐哈尔市,依安县
彩虹美发屋,供电局路南建行家属楼2号楼1楼,"125.298366,47.885320",[],黑龙江省,齐齐哈尔市,依安县
艾尚造型,212省道与214省道交叉口北80米,"125.365405,47.474044",[],黑龙江省,齐齐哈尔市,依安县
艾美造型(依建小区店),依安镇客运站对面,"125.312213,47.890238",[],黑龙江省,齐齐哈尔市,依安县
绿叶美发室,泰安大街205西北方向180米田园名苑,"125.301859,47.893323",[],黑龙江省,齐齐哈尔市,依安县
名宏染烫造型(清新家园店),清新家园西北门旁,"125.301739,47.891548",[],黑龙江省,齐齐哈尔市,依安县
兰凤美发,西北街二建家属楼一楼,"125.302818,47.887518",13846255580,黑龙江省,齐齐哈尔市,依安县
佑米发艺(泰安新城G区店),民兴街与图强路交叉口北240米,"125.309544,47.908055",13796302841,黑龙江省,齐齐哈尔市,依安县
沐色染发沙龙(佳和阳光店),佳和阳光东门南110米,"125.313536,47.894192",[],黑龙江省,齐齐哈尔市,依安县
她雅美发纹眉潮店,清新家园2期东3门旁,"125.300317,47.891095",[],黑龙江省,齐齐哈尔市,依安县
秋鑫发艺工作室,新兴路77号西南方向60米,"125.023006,47.737528",[],黑龙江省,齐齐哈尔市,依安县
靓靓美发厅,依拜公路与新富公路交叉口东80米,"125.500343,47.765744",19531598123,黑龙江省,齐齐哈尔市,依安县
艺峰烫染空间,依安镇妇幼保健院30米道东,"125.305676,47.887404",[],黑龙江省,齐齐哈尔市,依安县
齐琪美发(泰安新城二期C区店),泰安新城二期西北侧120米,"125.296838,47.901232",[],黑龙江省,齐齐哈尔市,依安县
三千丝发艺工作室(龙腾名苑店),龙腾名苑西门旁,"125.314592,47.893288",[],黑龙江省,齐齐哈尔市,依安县
晶艺美发(鑫苑嘉园店),依安镇鑫苑嘉园16栋12号,"125.313984,47.896099",[],黑龙江省,齐齐哈尔市,依安县
名丝发艺,泰安大街与永勤路交叉口西北60米,"125.304083,47.893182",15245222117,黑龙江省,齐齐哈尔市,依安县
渴望美发,依安镇教委楼下,"125.316024,47.896692",[],黑龙江省,齐齐哈尔市,依安县
宏越发型设计(泰安新城店),依安镇泰安新城A区门市西3门,"125.302723,47.908037",[],黑龙江省,齐齐哈尔市,依安县
诗艺美发,图强路与民兴街交叉口西北320米,"125.305475,47.907725",[],黑龙江省,齐齐哈尔市,依安县
韩流风暴发型设计,212省道与依明公路交叉口西160米,"125.550434,47.416087",[],黑龙江省,齐齐哈尔市,依安县
小云美发(泰安新城D区店),依安县人民医院北侧180米,"125.314451,47.909232",[],黑龙江省,齐齐哈尔市,依安县
萝革形象设计(锦绣华庭店),育才街与城育路交叉口东180米,"125.318456,47.895160",[],黑龙江省,齐齐哈尔市,依安县
晓龙美容美发烫染专业店,民强路与民乐街交叉口西60米,"125.307822,47.890359",[],黑龙江省,齐齐哈尔市,依安县
新潮专业烫染,212省道与新解公路交叉口北20米,"125.337144,47.686196",[],黑龙江省,齐齐哈尔市,依安县
尚剪发艺,育才街与城育路交叉口东240米,"125.319208,47.895384",[],黑龙江省,齐齐哈尔市,依安县
星尘美发工作室,名仕国际1号楼南5号商服,"125.312987,47.892212",[],黑龙江省,齐齐哈尔市,依安县
名剪美甲美甲,育才街与城育路交叉口东140米,"125.318081,47.895066",[],黑龙江省,齐齐哈尔市,依安县
海潮发艺,龙康大药房北侧,"125.102775,48.018225",[],黑龙江省,齐齐哈尔市,依安县
平头理发店,民兴街与图强路交叉口北500米,"125.309275,47.910475",[],黑龙江省,齐齐哈尔市,依安县
桐桐美发店,图强路与民兴街交叉口西北260米,"125.307025,47.907925",[],黑龙江省,齐齐哈尔市,依安县
佳淼美发,新兴中学南侧180米,"125.027224,47.736652",[],黑龙江省,齐齐哈尔市,依安县
漫鲤造型,212省道与214省道交叉口西北80米,"125.364874,47.473977",[],黑龙江省,齐齐哈尔市,依安县
可心美发,城育路与泰安大街交叉口东北40米,"125.305969,47.891478",[],黑龙江省,齐齐哈尔市,依安县
金艺造型,民强路与泰安大街交叉口东60米,"125.307475,47.890025",[],黑龙江省,齐齐哈尔市,依安县
喜欢理造型,佳和阳光2期西北门西北50米,"125.313788,47.896080",[],黑龙江省,齐齐哈尔市,依安县
小伟造型,东北街法院商服楼北-6号,"125.308569,47.890874",[],黑龙江省,齐齐哈尔市,依安县
鑫垚美发(学府茗苑店),育才街123号学府茗苑,"125.315794,47.893036",[],黑龙江省,齐齐哈尔市,依安县
极简造型,展望路与泰安北大街交叉口西360米,"125.297425,47.899675",[],黑龙江省,齐齐哈尔市,依安县
韵之堂美发,阳春乡委员会南侧80米,"125.497115,47.765015",[],黑龙江省,齐齐哈尔市,依安县
扬洋美发,民强路与泰安大街交叉口西40米,"125.306047,47.889865",[],黑龙江省,齐齐哈尔市,依安县
理发店,世纪雅苑南门西南90米,"125.309137,47.894414",[],黑龙江省,齐齐哈尔市,依安县
秋北发型设计工作室(鑫苑嘉园店),鑫苑嘉园东南门东50米,"125.313282,47.895917",[],黑龙江省,齐齐哈尔市,依安县
都想来理发店,泰安大街205西北方向180米田园名苑,"125.302474,47.893837",[],黑龙江省,齐齐哈尔市,依安县
晓伟理发店,新富公路与214省道交叉口北60米,"125.601257,47.559279",[],黑龙江省,齐齐哈尔市,依安县
丝逸理发(清新家园店),清新家园二期C区西北门西50米,"125.300055,47.889313",[],黑龙江省,齐齐哈尔市,依安县
丝雅美发(泰安新城F区店),泰安新城西侧100米,"125.308206,47.908018",[],黑龙江省,齐齐哈尔市,依安县
艺缘美发纹绣,依安镇展望家园7栋,"125.309618,47.899795",[],黑龙江省,齐齐哈尔市,依安县
美发店数码照相馆,新解公路与212省道交叉口西北20米,"125.336738,47.686110",[],黑龙江省,齐齐哈尔市,依安县
蓝梦美发,清新家园1期东南门南70米,"125.302220,47.889953",[],黑龙江省,齐齐哈尔市,依安县
博宇形象设计,212省道与214省道交叉口西北100米,"125.364800,47.474053",[],黑龙江省,齐齐哈尔市,依安县
红兴美发,新兴路与双兴街交叉口东180米,"125.020263,47.737183",[],黑龙江省,齐齐哈尔市,依安县
人美剪烫造型,新解公路与009乡道交叉口北120米,"125.043669,47.618750",[],黑龙江省,齐齐哈尔市,依安县
酷孩美发,212省道与新富公路交叉口西180米,"125.550246,47.416102",[],黑龙江省,齐齐哈尔市,依安县
匠心发型设计(清新家园一期A区店),依安镇清新家园1期A区5栋,"125.301234,47.891724",[],黑龙江省,齐齐哈尔市,依安县
木岩发艺,清新家园1期东南门西南50米,"125.301958,47.890238",[],黑龙江省,齐齐哈尔市,依安县
阿娇发廊,依安镇香怡阁东走路北,"125.305069,47.894739",[],黑龙江省,齐齐哈尔市,依安县
尤丽美发专业染烫,212省道与新解公路交叉口北40米,"125.337103,47.686410",[],黑龙江省,齐齐哈尔市,依安县
丽荣发屋,民生街与城济路交叉口北80米,"125.307022,47.885590",[],黑龙江省,齐齐哈尔市,依安县
珍珍发屋(民育路店),民裕路与泰安大街交叉口东北80米,"125.309210,47.887432",[],黑龙江省,齐齐哈尔市,依安县
独领美发(世纪嘉园店),北新路76号世纪嘉园,"125.307465,47.895509",[],黑龙江省,齐齐哈尔市,依安县
再回首发型设计(春晖名苑店),城工街春晖名苑小区北门8栋,"125.309250,47.894087",[],黑龙江省,齐齐哈尔市,依安县
蓝之梦美发(泰安新城G区店),泰安新城M区,"125.311210,47.905937",15765067749,黑龙江省,齐齐哈尔市,依安县
百变女郎美容工作室,城育路与泰安大街交叉口西60米,"125.305321,47.891059",15845726102,黑龙江省,齐齐哈尔市,依安县
六月美甲美睫工作室,明安路212号,"125.310020,47.888849",13634522743,黑龙江省,齐齐哈尔市,依安县
全天美工作室(展望小区店),北新路40号,"125.307606,47.900497",15845726881,黑龙江省,齐齐哈尔市,依安县
妃妃美容工作室,民强路与民乐街交叉口西80米,"125.307690,47.890416",17134171666,黑龙江省,齐齐哈尔市,依安县
朵朵半自助美甲美睫肌肤管理工作室,北二道街启程二号楼一楼东6门,"125.307438,47.890011",15174644664,黑龙江省,齐齐哈尔市,依安县
栗子美甲美睫工作室(名仕国际店),名仕国际北侧五号楼六号,"125.313559,47.893921",15845271552,黑龙江省,齐齐哈尔市,依安县
丹丹美容工作室(泰安新城G区店),泰安新城M区北侧120米,"125.311197,47.906319",[],黑龙江省,齐齐哈尔市,依安县
纤脂减肥工作室,展望路6号星光城,"125.306686,47.900510",13514626664,黑龙江省,齐齐哈尔市,依安县
娜娜美甲工作室(鑫苑嘉园店),佳和阳光西北门东北110米,"125.312681,47.895609",19904629698,黑龙江省,齐齐哈尔市,依安县
夏沐美容工作室(世纪雅苑店),世纪雅苑南门旁,"125.309722,47.894594",[],黑龙江省,齐齐哈尔市,依安县
拾月美甲工作室(泰安新城E区店),泰安新城A区南侧190米,"125.302164,47.907463",[],黑龙江省,齐齐哈尔市,依安县
迦美工作室,305省道与明安路交叉口东120米,"125.320812,47.892284",[],黑龙江省,齐齐哈尔市,依安县
迷尚工作室(龙腾名苑店),龙腾名苑北门东北50米,"125.315143,47.894514",[],黑龙江省,齐齐哈尔市,依安县
漾彩美容工作室(星光城店),展望路6号星光城,"125.306424,47.900550",[],黑龙江省,齐齐哈尔市,依安县
羊涵美容工作室(华辰广场店),泰安大街186号华辰广场F1层,"125.309884,47.887371",[],黑龙江省,齐齐哈尔市,依安县
晓丹美容工作室,清新家园2期东3门北250米,"125.299913,47.892459",[],黑龙江省,齐齐哈尔市,依安县
萍姐美甲工作室,育才街与永勤路交叉口东80米,"125.316275,47.896525",[],黑龙江省,齐齐哈尔市,依安县
慕媛工作室,民兴街与图强路交叉口北140米,"125.308575,47.907275",[],黑龙江省,齐齐哈尔市,依安县
玉睫美甲工作室,城育路与泰安大街交叉口东北40米,"125.305887,47.891511",[],黑龙江省,齐齐哈尔市,依安县
微美工作室,民乐街与兴学路交叉口西北20米,"125.305671,47.894945",[],黑龙江省,齐齐哈尔市,依安县
领绣美睫工作室(鑫苑嘉园店),佳和阳光西北门西北50米,"125.311652,47.895280",[],黑龙江省,齐齐哈尔市,依安县
丽丽理容工作室(暂停营业),212省道与214省道交叉口东北20米,"125.365786,47.473625",[],黑龙江省,齐齐哈尔市,依安县
渴望美容美体养生会馆(世纪嘉园店),北新路76号世纪嘉园,"125.308014,47.897368",13100993222,黑龙江省,齐齐哈尔市,依安县
阿伟美容美发(齐齐哈尔梅里斯达斡尔族区),华丰路中段齐齐哈尔市工商行政管理局梅里斯分局附近,"123.754001,47.311558",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
蒂星造型工作室,梅里斯镇教委职工住宅3号楼00单元01层02号2,"123.751195,47.310786",15164646998,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
名流造型(育德家园店),育德家园东南门东北140米,"123.752355,47.311340",13136620723,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
雪艺美发,齐查公路与卧双公路交叉口西南120米,"123.992469,47.565997",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
珊珊发艺(育德家园店),育德家园东南门西南50米,"123.750934,47.310602",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
肤蓉阁美容美发会馆,齐查公路南100米,"123.999104,47.569007",15846225680,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
阿永发型工作室(育德家园店),华丰路与育德街交叉口西100米,"123.750605,47.310370",13836206149;15164622733,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
梅里斯达斡尔族区千诺发艺,梅里斯乡葛根格日一号楼,"123.748267,47.309339",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
星雨美发(华丰路店),华丰路与爱民街交汇处西南100米,"123.749749,47.309368",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
XUANZE选择私人发型定制会馆(育德家园店),育德家园,"123.752138,47.311249",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
丝丝美美容美发,098乡道东40米,"123.659763,47.328962",13945230822,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
丽丽美发,幸福家园六号楼,"123.754143,47.314999",15734528787,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
发缘地美发室,育新委教委2-711,"123.753479,47.311924",13514630730,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
开鑫发艺,铁柱农资经销处西侧,"123.609944,47.630379",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
鑫丝语烫染工作室,育德家园东南门东北70米,"123.751910,47.311103",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
隆兴美发,园丁2号楼,"123.753489,47.311919",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
玉玲美发空间,达呼店镇,"123.824024,47.529018",15645279597,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
剪名堂美发沙龙,齐查公路西50米,"123.907203,47.447209",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
源源美发,吉雅提格日幸福家园南区西南门东南150米,"123.755206,47.313156",18745234423,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
沙宣造型专业烫染机构(葛根格日店),葛根格日二号楼,"123.749078,47.309770",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
飘逸美发(育德街店),梅里斯达斡尔族区政府8号楼,"123.753260,47.310791",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
纤艺美发,107,"123.755791,47.313191",15663366431,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
魅力空间发型设计室(库克腾格日佳园店),库克腾格日佳园东南门东北90米,"123.746611,47.308430",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
首艺造型(华丰苑店),华丰大街华丰苑一期1号楼门市,"123.758946,47.314767",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
美尚造型,锦龙石化加油站西北侧220米,"123.821149,47.531597",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
金剪子发艺,雅尔塞镇齐查公路中国邮政北,"123.904855,47.448051",13946231273,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
新时代美发,094乡道西50米,"123.820979,47.531772",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
雅馨发艺,雅尔塞镇,"123.904481,47.447946",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
梦美丝美容美发,华丰大街园丁2号楼一层,"123.753805,47.312081",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
银座美发室,梅甘街与华丰路交叉口北100米,"123.759565,47.317077",13763568860,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
冰美人美发,卧牛吐镇东卧村,"124.004772,47.571303",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
枫叶造型(齐查公路店),雅尔塞镇,"123.905749,47.446863",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
黛维斯美发,兴梅街与华丰路交叉口东40米,"123.756011,47.312504",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
俏佳人美发沙龙(哈伦阁乐小区店),哈伦阁乐小区1号楼,"123.748455,47.308660",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
星玲美发,库克腾格日佳园东南门西南80米,"123.745325,47.307825",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
红宏美发,齐甘辅路西南侧,"123.777322,47.449711",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
从简美发工作室,094乡道与096乡道交叉口西40米,"123.824497,47.528600",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
靓点·美业,微笑物流东南侧170米,"123.822919,47.530309",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
新天地美发,共和镇共和村096乡道,"123.685579,47.450165",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
贵族烫染专业店,094乡道与102乡道交叉口东南200米,"123.762441,47.644074",[],黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
元满·nail预约制美甲工作室,富源安居小区西南2门旁,"123.750875,47.313838",15132234005;19013635006,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区
剪精剪发艺(鑫鑫嘉园三期店),富裕镇鑫鑫三期三十号楼二号,"124.468325,47.783216",[],黑龙江省,齐齐哈尔市,富裕县
创美空间美发沙龙,酒厂家属楼,"124.467645,47.794251",0452-3124246,黑龙江省,齐齐哈尔市,富裕县
李欢烫染形象会馆,佳合二期西门市,"124.466915,47.792184",0452-3040030;13634520582,黑龙江省,齐齐哈尔市,富裕县
木尚造型,振兴开发1号楼木尚造型,"124.470532,47.794123",15045249804,黑龙江省,齐齐哈尔市,富裕县
潮艺造型发型设计室(南一道路店),中心步行街,"124.470411,47.793855",15602331110,黑龙江省,齐齐哈尔市,富裕县
情人造型美场,富裕镇新华街1号富运嘉园东区5号楼,"124.470755,47.789668",[],黑龙江省,齐齐哈尔市,富裕县
唯一美业(海华购物中心店),富裕镇朝阳路海华购物中心西门对面,"124.468790,47.795694",13263529997,黑龙江省,齐齐哈尔市,富裕县
皮特烫染形象会馆,佳合丽景西南门西60米,"124.467906,47.790794",14745863213,黑龙江省,齐齐哈尔市,富裕县
摩发丝烫染,富裕镇北一道街金裕小区1号楼,"124.472531,47.798061",[],黑龙江省,齐齐哈尔市,富裕县
艺轩美发工作室,西顺街与站前路交叉口西北60米,"124.458967,47.797520",13504822610,黑龙江省,齐齐哈尔市,富裕县
清丝雨烫染会所,南一道路与新华街交叉口东80米,"124.468612,47.794462",[],黑龙江省,齐齐哈尔市,富裕县
一剪钟情美发工作室,南一道路与新华街交叉口西北40米,"124.466953,47.794727",[],黑龙江省,齐齐哈尔市,富裕县
聚点美发工作室,新华街与南三道路交叉口南160米,"124.465991,47.789416",[],黑龙江省,齐齐哈尔市,富裕县
天艺美发,塞纳豪庭12号楼00单元01层06号,"124.472029,47.788009",18245081308,黑龙江省,齐齐哈尔市,富裕县
审美空间(南二道路店),佳合丽景北门东130米,"124.469102,47.792277",[],黑龙江省,齐齐哈尔市,富裕县
金剪子烫染工作室(鑫鑫嘉园三期店),富裕镇鑫鑫三期10号楼,"124.466350,47.781997",15174602140,黑龙江省,齐齐哈尔市,富裕县
大飞烫染工作室,南三道路与中心大街交叉口东40米,"124.472113,47.790355",[],黑龙江省,齐齐哈尔市,富裕县
阿杨造型,富裕镇双龙宾馆对面,"124.472950,47.793938",13803633744,黑龙江省,齐齐哈尔市,富裕县
初享发型工作室(鑫鑫嘉园三期店),鑫鑫三期30号楼104门市,"124.467998,47.783262",18746504232,黑龙江省,齐齐哈尔市,富裕县
郑阳美业,邮政家属楼一楼6号,"124.471649,47.794035",[],黑龙江省,齐齐哈尔市,富裕县
小月美业,富裕县步行街糖果屋旁小月美业,"124.469816,47.794298",18746847287,黑龙江省,齐齐哈尔市,富裕县
晓蕾美发工作室,鑫鑫嘉园三期,"124.466674,47.783435",[],黑龙江省,齐齐哈尔市,富裕县
短发故事(步行街店),中心步行街,"124.467839,47.794267",18245219944,黑龙江省,齐齐哈尔市,富裕县
鑫丝美发艺,塔哈卫生院对面,"124.223341,47.557552",15734627654;18246268838,黑龙江省,齐齐哈尔市,富裕县
阿信顶级美发会所,中心步行街,"124.468115,47.794563",15214445715,黑龙江省,齐齐哈尔市,富裕县
顶尚美发工作室(佳合新城C区店),佳合新城C区北门旁,"124.452521,47.794432",15845732899,黑龙江省,齐齐哈尔市,富裕县
美扬发型工作室(鑫鑫嘉园三期店),鑫鑫三期26号楼7门市,"124.466260,47.782281",13796306993,黑龙江省,齐齐哈尔市,富裕县
沐阳美业(鑫鑫嘉园三期店),鑫鑫三期6号门市,"124.467032,47.782364",17645238434,黑龙江省,齐齐哈尔市,富裕县
弥尚科技美业(黑龙江省齐齐哈尔市富裕县万和帝景店),松鹤路与公安街交叉口西200米,"124.472875,47.785975",[],黑龙江省,齐齐哈尔市,富裕县
淑波美发,中心大街与北一道路交叉口西南100米,"124.473365,47.797296",[],黑龙江省,齐齐哈尔市,富裕县
旭艺美发,世纪名苑北门西230米,"124.473519,47.793675",[],黑龙江省,齐齐哈尔市,富裕县
阿叁造型(新华街店),富裕镇步行街百花园商服楼,"124.468175,47.794560",13796326235,黑龙江省,齐齐哈尔市,富裕县
丽娜发艺(鑫鑫嘉园三期店),鑫鑫三期南区10号楼商服101,"124.466681,47.781889",[],黑龙江省,齐齐哈尔市,富裕县
自由空间(富运嘉园北区店),富运嘉园北区,"124.465187,47.794665",15546266609,黑龙江省,齐齐哈尔市,富裕县
新感觉美发,中国邮政(繁荣邮政支局)西南侧,"124.609736,47.390948",[],黑龙江省,齐齐哈尔市,富裕县
魅嘟烫染(塞纳豪庭店),万和·帝景北门东南60米,"124.473882,47.785794",13796262657,黑龙江省,齐齐哈尔市,富裕县
本色烫染造型(中心大街店),富裕镇鑫鑫嘉园2期,"124.469967,47.780675",13604875945,黑龙江省,齐齐哈尔市,富裕县
松磊烫染造型,塞纳豪庭23号楼104门市,"124.472133,47.786642",18545208317,黑龙江省,齐齐哈尔市,富裕县
郭先生理发馆(佳合丽景店),佳合丽景北门东170米,"124.469418,47.792235",18746266656,黑龙江省,齐齐哈尔市,富裕县
阿可名发(塞纳豪庭店),塞纳豪庭,"124.474918,47.789521",[],黑龙江省,齐齐哈尔市,富裕县
酷发艺(佳合丽景店),富裕镇嘉禾二期14号楼,"124.470419,47.792065",[],黑龙江省,齐齐哈尔市,富裕县
相约美发(鑫鑫嘉园三期店),鑫鑫嘉园三期,"124.467819,47.782051",18746265508,黑龙江省,齐齐哈尔市,富裕县
梦廊专业烫染,富裕镇金佰利对面,"124.467686,47.796568",14745863579,黑龙江省,齐齐哈尔市,富裕县
高森发艺私人订制,南三道路与新华街交叉口,"124.466823,47.790530",15636259867,黑龙江省,齐齐哈尔市,富裕县
玉娇发廊,富裕镇金佰利北,"124.468440,47.798098",13796325188,黑龙江省,齐齐哈尔市,富裕县
创格美发造型工作室,镇三街水利一处综合楼,"124.472084,47.793659",18182822236,黑龙江省,齐齐哈尔市,富裕县
首选美发沙龙,朝阳路与中心大街交叉口西180米,"124.471146,47.796859",15845690620,黑龙江省,齐齐哈尔市,富裕县
海岩烫染品质店(海华购物中心店),朝阳路11号海华购物中心F1,"124.470376,47.795518",15946273492,黑龙江省,齐齐哈尔市,富裕县
发丝缘剪业,禧源泉洗浴公馆(海华购物广场东北),"124.471599,47.797509",13206518700,黑龙江省,齐齐哈尔市,富裕县
剪绎发艺工坊,南三道路与新华街交叉口东100米,"124.467535,47.790465",13304820259,黑龙江省,齐齐哈尔市,富裕县
标榜剪业,朝阳路与新华街交叉口西80米,"124.467202,47.796673",15645270666;18245246091,黑龙江省,齐齐哈尔市,富裕县
小辉发艺,朝阳路68号,"124.470950,47.796914",18946221918,黑龙江省,齐齐哈尔市,富裕县
二丽美业,新华街与南二道路交叉口西南40米,"124.466397,47.792395",[],黑龙江省,齐齐哈尔市,富裕县
雪飞美发,中心大街与南一道路交叉口西南100米,"124.471768,47.793043",[],黑龙江省,齐齐哈尔市,富裕县
成美瑄发艺(鑫鑫嘉园三期店),富裕镇中心大街鑫鑫三期售楼处南侧2号,"124.467692,47.782122",[],黑龙江省,齐齐哈尔市,富裕县
发觉美发工作室,南二道路与中心大街交叉口西80米,"124.471085,47.792319",[],黑龙江省,齐齐哈尔市,富裕县
轩逸造型工作室(佳合丽景店),佳合丽景西南门东120米,"124.469581,47.790665",[],黑龙江省,齐齐哈尔市,富裕县
亚细亚美发,富裕镇朝阳路,"124.465575,47.797013",13514629686,黑龙江省,齐齐哈尔市,富裕县
匠人染烫造型,富裕镇金佰利南门,"124.467395,47.796611",[],黑龙江省,齐齐哈尔市,富裕县
雪美发会所,电业小区对面雪美发会所,"124.467491,47.793796",[],黑龙江省,齐齐哈尔市,富裕县
