名称,地址,经纬度,电话,省份,城市,区县
小E造型(延寿店),北吉盛路与新星胡同交叉口北20米,"128.330728,45.455520",[],黑龙江省,哈尔滨市,延寿县
晓娟发艺,北东风路与新民胡同交叉口东南60米,"128.334965,45.457438",[],黑龙江省,哈尔滨市,延寿县
曼妙时光(泓泰康城店),延寿镇西新华街10号泓泰康城,"128.334612,45.450787",13703667260,黑龙江省,哈尔滨市,延寿县
锦秀发都美发(锦秀丽都店),延寿镇西同庆街88号锦秀丽都9号楼2楼中门,"128.317397,45.447387",[],黑龙江省,哈尔滨市,延寿县
小野形象设计,同庆街125号,"128.328313,45.451867",18746389990,黑龙江省,哈尔滨市,延寿县
圣莉斯歌美容美业(爱建家园店),黑龙江省哈尔滨市延寿县爱建家园15号楼5号门市圣莉斯歌美容会员服务中心,"128.327754,45.454048",0451-53032226,黑龙江省,哈尔滨市,延寿县
世潮造型,东同庆街33-11,"128.333789,45.455482",18501216818,黑龙江省,哈尔滨市,延寿县
平价理发,西同庆街与朱家胡同交叉口西南40米,"128.325304,45.449888",[],黑龙江省,哈尔滨市,延寿县
顶剪造型美发,东风路与东公安街交叉口东120米,"128.339225,45.455275",13652027456,黑龙江省,哈尔滨市,延寿县
喜男优剪(泓泰康城店),鸿泰康城3号楼9号门市,"128.332875,45.450125",[],黑龙江省,哈尔滨市,延寿县
王子发型设计,南吉盛路63号,"128.334883,45.452535",13136640696,黑龙江省,哈尔滨市,延寿县
尚·世纪造型,西同庆街与南城西路交叉口西南60米,"128.328257,45.451616",[],黑龙江省,哈尔滨市,延寿县
剪约美发专业烫染(北吉盛路店),延寿县商场北100米到东,"128.330796,45.455421",18245154906,黑龙江省,哈尔滨市,延寿县
摩卡造型(西同庆街店),西同庆街与北城西路交叉口东北60米,"128.328956,45.452604",13199534456;15321032061,黑龙江省,哈尔滨市,延寿县
剪个头,延寿镇西城北路爱建家园4号楼3门市,"128.328453,45.454720",13078899345,黑龙江省,哈尔滨市,延寿县
李强发艺,南天顺路与文化胡同交叉口西北20米,"128.334590,45.455293",13796226399,黑龙江省,哈尔滨市,延寿县
吉吉造型(水韵紫城店),水韵紫城东北2门旁,"128.340437,45.453308",15084659557,黑龙江省,哈尔滨市,延寿县
爱尚美美发,盛世花园一号楼十七门市爱尚美美发,"128.312964,45.446868",15046730289,黑龙江省,哈尔滨市,延寿县
圣朝烫染吧,延寿镇天顺路8号,"128.334070,45.455461",13796729632,黑龙江省,哈尔滨市,延寿县
衡艺美发,嘉悦国际4期北门东120米,"128.311824,45.442672",15776413415,黑龙江省,哈尔滨市,延寿县
JULY七月理发馆,延寿镇南吉盛路17号,"128.333266,45.453601",18249714195;18345673682,黑龙江省,哈尔滨市,延寿县
恋尚美发,西新华街新华实验小学对面,"128.335397,45.451318",13936078518,黑龙江省,哈尔滨市,延寿县
松竹美发(南天顺路店),南天顺路与东公安街交叉口东南100米,"128.336591,45.453813",13503654850,黑龙江省,哈尔滨市,延寿县
名姿美发(生资住宅店),生资住宅西南门旁,"128.337326,45.453428",[],黑龙江省,哈尔滨市,延寿县
沙宣发艺(建行住宅楼店),建行住宅楼东北门旁,"128.327085,45.458180",13936049308,黑龙江省,哈尔滨市,延寿县
桐桐美甲美发(泓泰康城店),泓泰康城2栋商6服,"128.333729,45.450187",13936063544,黑龙江省,哈尔滨市,延寿县
小鹤美发工作室(红星小区北区店),延寿镇东红星街网通三号楼,"128.331282,45.458300",13634887887,黑龙江省,哈尔滨市,延寿县
海飞丝发艺,东风国际10栋1号商服,"128.343266,45.457857",[],黑龙江省,哈尔滨市,延寿县
长城发廊,南东风路老干部局楼下,"128.337141,45.455924",15546520667,黑龙江省,哈尔滨市,延寿县
未来美发沙龙,东同庆街36号,"128.333043,45.455346",18945634805,黑龙江省,哈尔滨市,延寿县
红唇美发形象设计(红星小区南区店),红星小区南区,"128.330046,45.456143",13144603777,黑龙江省,哈尔滨市,延寿县
美丝乐发艺(水韵紫城店),水韵紫城东北1门旁,"128.340179,45.453538",[],黑龙江省,哈尔滨市,延寿县
名匠发型设计(南天顺路店),南天顺街工会家属楼,"128.336669,45.453749",[],黑龙江省,哈尔滨市,延寿县
东光美发城,西同庆街与南城西路交叉口东北140米,"128.330105,45.452870",[],黑龙江省,哈尔滨市,延寿县
文竹美发,西同庆街与友谊胡同交叉口西60米,"128.323600,45.449574",[],黑龙江省,哈尔滨市,延寿县
1+1造型(东公安街店),东公安街与南吉盛路交叉口东北40米,"128.334060,45.453404",[],黑龙江省,哈尔滨市,延寿县
酷烫一族专业烫染店,西同庆街与南城西路交叉口西南40米,"128.328419,45.451719",15134528072,黑龙江省,哈尔滨市,延寿县
鑫潮时尚烫染机构,南天顺街52号,"128.334703,45.454808",13136685938,黑龙江省,哈尔滨市,延寿县
尚艺美发造型,延寿镇老客运站南走100米道东,"128.329844,45.451498",13633677477,黑龙江省,哈尔滨市,延寿县
首艺造型(东同庆街店),延寿镇东同庆街41号饮食服务楼下,"128.334342,45.455727",13936607265,黑龙江省,哈尔滨市,延寿县
城虹理发店,东公安街与南吉盛路交叉口东北40米,"128.333974,45.453399",13212805778,黑龙江省,哈尔滨市,延寿县
艳艳发廊,东南环路与延中公路交叉口西80米,"128.778726,45.506587",[],黑龙江省,哈尔滨市,延寿县
佳奕美发(小十字街店),东公安街2-1号小十字街百姓大药房道北教育局西,"128.333797,45.453342",18512171514;19244504454,黑龙江省,哈尔滨市,延寿县
清风美发,延寿镇明德胡同内计生委东厢房门市,"128.332908,45.450143",[],黑龙江省,哈尔滨市,延寿县
小乐美发,南城西路与西同庆街交叉口东南100米,"128.329240,45.451335",13101500909;15046669014,黑龙江省,哈尔滨市,延寿县
摩发师烫染精品(西同庆街店),西同庆街149号,"128.327693,45.451243",13804522668,黑龙江省,哈尔滨市,延寿县
美玲美发(东新华街),水韵紫城西北门东北50米,"128.339122,45.453620",[],黑龙江省,哈尔滨市,延寿县
古骑艺站美发店,南吉盛路67号,"128.334951,45.452428",13936084198,黑龙江省,哈尔滨市,延寿县
托尼造型(南天顺路店),南天顺路与文化胡同交叉口西南20米,"128.334603,45.454883",[],黑龙江省,哈尔滨市,延寿县
屹辰造型,南吉盛路与东公安街交叉口西北80米,"128.333122,45.453697",[],黑龙江省,哈尔滨市,延寿县
小平造型,东同庆街84号,"128.334453,45.455206",[],黑龙江省,哈尔滨市,延寿县
金子发艺店,老法院家属楼,"128.337310,45.453178",13936480053,黑龙江省,哈尔滨市,延寿县
名流美发创意空间(西同庆街店),延寿镇西同庆街财政局对面,"128.321672,45.448311",[],黑龙江省,哈尔滨市,延寿县
红宝石美发厅,延寿镇东风小学东侧东风国际10号楼商服3号门,"128.343360,45.457892",[],黑龙江省,哈尔滨市,延寿县
小才剪艺,同庆街217号,"128.322668,45.448506",15699662555,黑龙江省,哈尔滨市,延寿县
首选美发沙龙,南吉盛路与新华街交叉口西北60米,"128.335231,45.452125",[],黑龙江省,哈尔滨市,延寿县
宏波美发,东新华街160号,"128.339112,45.453933",[],黑龙江省,哈尔滨市,延寿县
小峰发艺Hair Salon,延寿镇西同庆街65号,"128.329798,45.452795",15546464702,黑龙江省,哈尔滨市,延寿县
小源美发(福都家园店),同庆街152号,"128.338139,45.459815",17346564456,黑龙江省,哈尔滨市,延寿县
晓茹美发,南天顺路与东公安街交叉口东南100米,"128.336648,45.453766",[],黑龙江省,哈尔滨市,延寿县
时尚名剪(中心大街店),中心大街与宾平公路交叉口东北100米,"128.143986,45.387991",[],黑龙江省,哈尔滨市,延寿县
审美造型,青川乡十字街东南第一门市,"128.111185,45.445738",19523268510,黑龙江省,哈尔滨市,延寿县
艺阁造型(东公安街店),东公安街与东风路交叉口东北140米,"128.339175,45.456528",[],黑龙江省,哈尔滨市,延寿县
时尚造型,延寿镇水韵紫城四期门市,"128.341550,45.453105",[],黑龙江省,哈尔滨市,延寿县
西唯造型,南天顺街7号,"128.334179,45.455513",13936607265,黑龙江省,哈尔滨市,延寿县
小美美甲美发,延中公路与庆中公路交叉口东南440米,"128.781473,45.503088",[],黑龙江省,哈尔滨市,延寿县
尚剪形象设计,财苑新居东北门旁,"128.332644,45.451855",[],黑龙江省,哈尔滨市,延寿县
小慧发艺(红星小区北区店),东红星街红星小区一号楼门市24号,"128.330510,45.457778",13766929876,黑龙江省,哈尔滨市,延寿县
姜明理发,延寿镇民和商务会馆对面,"128.336484,45.456699",13945028054,黑龙江省,哈尔滨市,延寿县
兰馨美发,兴盛路与光明大街交叉口东南240米,"128.715575,45.667275",18555136678,黑龙江省,哈尔滨市,延寿县
金珠美发工作室,延寿镇老客运站十字路口北走十五米路东,"128.328112,45.452623",13766974080,黑龙江省,哈尔滨市,延寿县
浪仔美发,泓泰康城西北门旁,"128.333075,45.449875",[],黑龙江省,哈尔滨市,延寿县
大众理发,水韵紫城东北3门旁,"128.341179,45.452719",[],黑龙江省,哈尔滨市,延寿县
红梅美发,环城路与南吉盛路交叉口西南140米,"128.336975,45.448925",[],黑龙江省,哈尔滨市,延寿县
小冰造型烫染专业店,北吉盛路与东城北路交叉口东南20米,"128.330391,45.455661",[],黑龙江省,哈尔滨市,延寿县
碧月美发,爱建家园东南1门东北120米,"128.329573,45.455381",[],黑龙江省,哈尔滨市,延寿县
小龙发型工作室,锦秀丽都,"128.319525,45.447825",[],黑龙江省,哈尔滨市,延寿县
发之屋,平安村村民委员会西侧80米,"128.155875,45.364025",[],黑龙江省,哈尔滨市,延寿县
理享烫染造型,延中公路30号,"128.330797,45.455159",[],黑龙江省,哈尔滨市,延寿县
金波美发,寿山乡政府西北侧160米,"128.446558,45.449017",[],黑龙江省,哈尔滨市,延寿县
俊言轩美发沙龙,延寿镇山河小区北楼3号门市,"128.337884,45.449367",[],黑龙江省,哈尔滨市,延寿县
王二理发,兴盛路与光明大街交叉口南120米,"128.714648,45.668324",[],黑龙江省,哈尔滨市,延寿县
张扬造型烫染工作室,南天顺路与东同庆街交叉口东南40米,"128.334048,45.455437",[],黑龙江省,哈尔滨市,延寿县
金卓美发(福山家园店),东同庆街154号福都家园,"128.338322,45.459744",[],黑龙江省,哈尔滨市,延寿县
名剪专业烫染,龙友汽车4S店西北侧180米,"128.323094,45.465245",[],黑龙江省,哈尔滨市,延寿县
新潮美发(延中公路店),延中公路北侧,"128.598170,45.599089",[],黑龙江省,哈尔滨市,延寿县
老七发廊,延中公路与庆中公路交叉口东北60米,"128.779963,45.507332",[],黑龙江省,哈尔滨市,延寿县
名杨美发,西同庆街与连庆胡同交叉口西80米,"128.329215,45.452872",[],黑龙江省,哈尔滨市,延寿县
金再来,生资住宅西南门西60米,"128.336742,45.453267",[],黑龙江省,哈尔滨市,延寿县
碧月美发,延寿镇北城西路爱建家园西南侧约50米,"128.325414,45.454141",[],黑龙江省,哈尔滨市,延寿县
赵家理发,小天使幼儿园对面,"128.335981,45.455753",[],黑龙江省,哈尔滨市,延寿县
燕子美发(爱建家园店),爱建家园15号楼,"128.327511,45.453881",[],黑龙江省,哈尔滨市,延寿县
金秀发廊,延寿镇盛世花园海都洗浴西30米,"128.314333,45.447787",[],黑龙江省,哈尔滨市,延寿县
丹丹发艺,东红星街与北天顺路交叉口东北80米,"128.331530,45.458455",[],黑龙江省,哈尔滨市,延寿县
鑫雷美发,东风路与东公安街交叉口西北100米,"128.337065,45.456435",[],黑龙江省,哈尔滨市,延寿县
金铭发艺,延寿镇人民银行家属楼南民河会馆对面,"128.336787,45.456444",[],黑龙江省,哈尔滨市,延寿县
随缘发艺(六团镇中心卫生院东北),203省道西50米,"128.493548,45.578688",[],黑龙江省,哈尔滨市,延寿县
金桂美发(网通小区店),延寿镇网通三号楼东1门,"128.331849,45.458675",[],黑龙江省,哈尔滨市,延寿县
超越剪业,郭二宝果蔬食品超市(加信镇政府西),"128.715228,45.666602",13904611419,黑龙江省,哈尔滨市,延寿县
丽枫发艺,加信镇人民政府西侧180米,"128.715223,45.666445",[],黑龙江省,哈尔滨市,延寿县
摩登发廊,财苑新居东北门旁,"128.332907,45.451628",[],黑龙江省,哈尔滨市,延寿县
松竹美发,东南环路与庆中公路交叉口东100米,"128.779652,45.507460",[],黑龙江省,哈尔滨市,延寿县
天虹发型设计汽车钥匙(公安局家属楼店),尚志大街310号,"127.981846,45.210557",15045199616;18145173066,黑龙江省,哈尔滨市,尚志市
巨豪美容美发会馆(二店),仕博府邸3栋1门市,"127.989587,45.213526",0451-53331717,黑龙江省,哈尔滨市,尚志市
梦廊美业(仕博府邸店),仕博府邸西北门东70米,"127.988541,45.213262",0451-55747222;0451-56761066,黑龙江省,哈尔滨市,尚志市
三毛造型(中央财富广场B座店),尚志市财富广场捷夫珠宝左侧,"127.968028,45.214507",18246578926,黑龙江省,哈尔滨市,尚志市
大洋理发店,尚志镇正和御景湾五号楼,"127.974631,45.215946",13796111511,黑龙江省,哈尔滨市,尚志市
奥派美业,新闻街35号,"127.965495,45.211909",13766947945,黑龙江省,哈尔滨市,尚志市
肖岩美发(哈尔滨尚志市),尚志镇新闻街25号,"127.965576,45.211873",0451-53356988,黑龙江省,哈尔滨市,尚志市
大军美发,尚志镇一曼路哈尔滨银行对面,"127.966579,45.214594",13104631909,黑龙江省,哈尔滨市,尚志市
丽锦美业(哈尔滨尚志市),邮政胡同与前进街交叉口东北20米,"127.969261,45.212832",15084645645;15146896668,黑龙江省,哈尔滨市,尚志市
燕莎美发,尚志镇尚志大街381号,"127.978727,45.211179",13796699670,黑龙江省,哈尔滨市,尚志市
亮艺造型(至尊店),新闻街64号,"127.964547,45.211641",13634500031,黑龙江省,哈尔滨市,尚志市
佳雨美发(国苑住宅新区店),希小东路与腾飞南一道街交叉口西南40米,"127.981071,45.212510",13763404368;13936555287,黑龙江省,哈尔滨市,尚志市
天赐发型设计,亚布力镇绥满公路天和手机卖场北,"128.610337,44.932057",18345495996,黑龙江省,哈尔滨市,尚志市
头版头条专业烫染(尚志大街店),东方花园一期北门东60米,"127.995004,45.209251",[],黑龙江省,哈尔滨市,尚志市
高氏嘉年华女子美容SPA会所(双桥时尚购物广场店),双桥广场8-9,"127.969646,45.216278",13069703678,黑龙江省,哈尔滨市,尚志市
森娜造型(富贵家园店),腾飞路283号,"127.978055,45.214129",15546679729,黑龙江省,哈尔滨市,尚志市
梦雅美发,新闻街37号,"127.965229,45.211899",[],黑龙江省,哈尔滨市,尚志市
臻美喜理美发沙龙会馆,腾飞大街199号,"127.981940,45.213792",13284619997,黑龙江省,哈尔滨市,尚志市
明川美容美发,[],"127.966502,45.215559",18646297800,黑龙江省,哈尔滨市,尚志市
主流美发,前进街建委3号楼86号,"127.963402,45.212624",15045197682,黑龙江省,哈尔滨市,尚志市
好来屋美发(市场街店),哈尚线东50米,"127.514849,45.276942",13796786006,黑龙江省,哈尔滨市,尚志市
文治造型生活馆(一分店),苏杭名都小区,"127.989272,45.215511",[],黑龙江省,哈尔滨市,尚志市
大磊发型设计,亚布力镇友谊小区,"128.614025,44.932095",15636181858,黑龙江省,哈尔滨市,尚志市
尚选美发,邮局家属楼东门南90米,"127.969095,45.212652",18946108308,黑龙江省,哈尔滨市,尚志市
阿刚发艺,大直街与和平路交叉口北180米,"128.609112,44.932322",15114522711,黑龙江省,哈尔滨市,尚志市
郎剪造型(逢春街店),亚布力林业局逢春街南商服4号,"128.621544,44.942819",18348633677,黑龙江省,哈尔滨市,尚志市
万千秀发,大直街与和平路交叉口东北180米,"128.609942,44.932164",13115304789,黑龙江省,哈尔滨市,尚志市
一剪美美发,帽儿山镇新兴街,"127.512540,45.276619",[],黑龙江省,哈尔滨市,尚志市
美乐发艺(海兰家园店),希小东路52号,"127.981256,45.213167",15546636987,黑龙江省,哈尔滨市,尚志市
西安美容美发中心,迎宾路与通乡路交叉口西60米,"128.386505,44.943070",[],黑龙江省,哈尔滨市,尚志市
婷婷美发,农业发展行西侧1门市婷婷美发,"127.983088,45.211177",[],黑龙江省,哈尔滨市,尚志市
天乐美发,新都明珠小区西门旁,"127.985944,45.212047",13796694122,黑龙江省,哈尔滨市,尚志市
木森造型,海兰家园,"127.981225,45.213025",[],黑龙江省,哈尔滨市,尚志市
心选择美发(九福丽城店),尚志镇九福丽城13号楼东1门市,"127.989551,45.218166",15046178335,黑龙江省,哈尔滨市,尚志市
大亮造型,尚志大街与步行街交叉口西80米,"127.966081,45.210977",15124666850,黑龙江省,哈尔滨市,尚志市
慕尚美业,铁通路与腾飞路交叉口南40米,"127.986946,45.212711",[],黑龙江省,哈尔滨市,尚志市
阿芳美容美发,庆阳镇阿芳美容美发,"128.799145,45.367397",15146468733,黑龙江省,哈尔滨市,尚志市
小海发型设计,长安路与平安胡同交叉口西60米,"128.396531,44.942168",[],黑龙江省,哈尔滨市,尚志市
巴黎欧莱雅美容美发中心,亚布力和平商厦后门,"128.610978,44.932218",15945306675,黑龙江省,哈尔滨市,尚志市
一剪美发屋(欧尚风景店),欧尚风景南3门旁,"127.953671,45.210916",[],黑龙江省,哈尔滨市,尚志市
大伟理发,北一道街大医院家属楼257号,"127.962021,45.215360",13100848872,黑龙江省,哈尔滨市,尚志市
Kz美发沙龙(欧尚风景店),尚志镇尚志大街871号,"127.952648,45.210905",[],黑龙江省,哈尔滨市,尚志市
鑫泽造型(正和御景湾北区店),正和御景湾北区,"127.974901,45.216098",[],黑龙江省,哈尔滨市,尚志市
顺路男士理发馆,清华苑门市219号,"127.966188,45.223928",18974821924,黑龙江省,哈尔滨市,尚志市
杰骏发型设计(学子家园店),尚志镇第五中学北门第12门市,"127.956435,45.228997",13074569327;18746451610,黑龙江省,哈尔滨市,尚志市
胜美发艺,绥满路69西北方向40米,"127.990746,45.211760",0451-59888567;15546079885,黑龙江省,哈尔滨市,尚志市
乔欣发型工作室(海兰家园店),希小西路海兰家园,"127.979309,45.213190",17276360062,黑龙江省,哈尔滨市,尚志市
领先国际美发沙龙,苇河林业局兴林路飞天楼,"128.396252,44.942164",15114525932,黑龙江省,哈尔滨市,尚志市
米琳美发(世纪富苑店),沿河委世纪富苑8号楼1层4号门市,"127.989457,45.215397",[],黑龙江省,哈尔滨市,尚志市
天赐发艺,北环路与二门诊路交叉口东60米,"128.391479,44.943685",[],黑龙江省,哈尔滨市,尚志市
妙丝美发,北一道街166号,"127.967078,45.215721",[],黑龙江省,哈尔滨市,尚志市
志鸿造型(正和玉龙湾店),正和玉龙湾西门旁,"127.976415,45.217422",[],黑龙江省,哈尔滨市,尚志市
魅丽坊美容美发养生会馆(中央财富广场B座店),中央财富广场B座,"127.968482,45.215009",15946380575;18746456130,黑龙江省,哈尔滨市,尚志市
剪夫子美发工作室(尚志市牡丹家园店),腾飞大街206号,"127.982053,45.213266",18510146123,黑龙江省,哈尔滨市,尚志市
秋香美发,尚志镇希望小学一号楼,"127.982449,45.211979",13503665584;15045199061,黑龙江省,哈尔滨市,尚志市
大众专业美发馆,尚志镇尚志县希小东路25号,"127.981435,45.212409",13504812126,黑龙江省,哈尔滨市,尚志市
真美美发纹饰专业店,新闻街33号二楼东户,"127.965296,45.211909",18646132078,黑龙江省,哈尔滨市,尚志市
你型我塑美容美发(尚志大街店),尚志大街871号,"127.952086,45.210902",15146891066,黑龙江省,哈尔滨市,尚志市
魅美发美甲形象店,腾飞富贵2号楼北一楼5号门市,"127.979162,45.214615",15663803195,黑龙江省,哈尔滨市,尚志市
郭阳美发,中心路,"128.381525,44.958375",18646647565,黑龙江省,哈尔滨市,尚志市
爱上美发,尚志镇朝中对面,"127.977885,45.211166",13244563211,黑龙江省,哈尔滨市,尚志市
小伟发艺(绥满公路店),美食一条街九丰家园四号楼一层4号门,"128.618775,44.930863",13089993789,黑龙江省,哈尔滨市,尚志市
尚创发型工作室,欧尚风景A区1号楼2号商铺,"127.957112,45.210768",13045157966,黑龙江省,哈尔滨市,尚志市
小二哥美发,向阳路与电业北街交叉口西20米,"127.969501,45.212659",13104016703,黑龙江省,哈尔滨市,尚志市
吉米发型工作室(欧尚风景店),尚志大街819号,"127.954743,45.210928",[],黑龙江省,哈尔滨市,尚志市
丝语美发,国苑住宅新区西门北100米,"127.979351,45.213060",[],黑龙江省,哈尔滨市,尚志市
木易男士理发馆(正和御景湾店),正和御景湾,"127.975126,45.216129",[],黑龙江省,哈尔滨市,尚志市
旺角美发(西城华苑店),西城华苑北1门旁,"127.954977,45.210354",[],黑龙江省,哈尔滨市,尚志市
筱雪美发,农发行北街与希小东路交叉口东40米,"127.981641,45.212008",15084643699,黑龙江省,哈尔滨市,尚志市
李丽发型设计,亚布力镇林政路生态1号楼,"128.614723,44.932649",15545973668;18945643166,黑龙江省,哈尔滨市,尚志市
晓莲发艺,尚志镇煤建胡同63号,"127.962978,45.209609",[],黑龙江省,哈尔滨市,尚志市
小杨美发,尚志镇赵和1号楼第7门市,"127.981894,45.211997",13936232178;18346252259,黑龙江省,哈尔滨市,尚志市
漫森美容美发,明礼路25号,"127.965115,45.211240",13030048651,黑龙江省,哈尔滨市,尚志市
小志发型工作室(尚志市泰和尚苑店),中央大街与新建路交叉口西80米,"127.959464,45.213257",13234655331,黑龙江省,哈尔滨市,尚志市
超美美容美发,苇河林业局大市场对面九号超美美容美发,"128.395854,44.941705",[],黑龙江省,哈尔滨市,尚志市
首艺造型(东一条路店),电力花园小区西门北70米,"127.972207,45.213208",15045643241,黑龙江省,哈尔滨市,尚志市
尚志市一木造型,一曼路117号,"127.966035,45.220036",18246861987,黑龙江省,哈尔滨市,尚志市
名剪美发,[],"127.968947,45.211731",15590895858,黑龙江省,哈尔滨市,尚志市
丽涛造型(世纪富苑店),腾飞大街与水源路交叉口西北60米,"127.989343,45.214219",[],黑龙江省,哈尔滨市,尚志市
豪瑞发艺工作室,解放路209号,"127.973760,45.225093",13194512276,黑龙江省,哈尔滨市,尚志市
东方卓雅美发沙龙(哈尔滨尚志市),东大直街气象楼250号,"127.984000,45.210405",15663424486,黑龙江省,哈尔滨市,尚志市
大春美发造型店,尚志镇一曼路70号,"127.966405,45.216342",[],黑龙江省,哈尔滨市,尚志市
辰艺美发,清华园东北1门东南60米,"127.966258,45.223484",[],黑龙江省,哈尔滨市,尚志市
剪艺人生美发(新闻街店),新闻街40号,"127.965414,45.211637",15146100196,黑龙江省,哈尔滨市,尚志市
丹凤理发,尚志镇新建路体育场门市,"127.959064,45.218399",[],黑龙江省,哈尔滨市,尚志市
春发道,尚志大街409号门市,"127.977479,45.210975",13115305585,黑龙江省,哈尔滨市,尚志市
新潮发廊,尚志镇前进街(上海滩洗浴斜对面),"127.964442,45.212849",13115504393,黑龙江省,哈尔滨市,尚志市
彩颜发艺,苇河镇中心路街里高层楼下,"128.383511,44.957077",[],黑龙江省,哈尔滨市,尚志市
环宇美发,一曼路财富公寓25号,"127.967086,45.215498",[],黑龙江省,哈尔滨市,尚志市
领越造型,尚志市新闻街42号,"127.965372,45.211647",17018877775,黑龙江省,哈尔滨市,尚志市
王晶美发美甲工作室,尚志镇站前路13号王晶美甲,"127.963051,45.209812",17645185964,黑龙江省,哈尔滨市,尚志市
创艺美发(哈尔滨尚志市新闻街),新闻街与市场路交叉口东40米,"127.968489,45.211911",15546632880,黑龙江省,哈尔滨市,尚志市
尚艺造型(世纪富苑店),世纪富苑16-7号,"127.988643,45.215090",13115610555,黑龙江省,哈尔滨市,尚志市
伊丽烫染专业店,大直街国税局楼下,"128.608925,44.930375",13684609969;18246448555,黑龙江省,哈尔滨市,尚志市
卓越美发,一曼街北五道街糖酒楼下,"127.965432,45.220378",13100847452,黑龙江省,哈尔滨市,尚志市
百分百发型设计室(一曼路店),北五道街与尚志路交叉口西南50米,"127.965598,45.219235",13115504053,黑龙江省,哈尔滨市,尚志市
飘一族(幸福家园店),尚志镇幸福家园4号楼,"127.982730,45.214210",18646566307,黑龙江省,哈尔滨市,尚志市
名颖美容美发(城市绿景小区店),药材路城市绿景小区20号门市,"127.971634,45.216137",13845033739,黑龙江省,哈尔滨市,尚志市
爱尚美美发,一曼路与北二道街交叉口东南40米,"127.966784,45.216237",18246813537,黑龙江省,哈尔滨市,尚志市
同美美发纹身,苇河林业局安欣家园四单元,"128.398575,44.941925",13684551051,黑龙江省,哈尔滨市,尚志市
娟娟美发(美食街店),亚布力镇九丰花园2号楼小高层,"128.619672,44.931721",[],黑龙江省,哈尔滨市,尚志市
艺尚美发造型室(绿波小区店),尚志路绿波小区,"127.955992,45.230511",13796738173,黑龙江省,哈尔滨市,尚志市
可岩美发,学府小区东门旁,"127.965608,45.226078",13684551905,黑龙江省,哈尔滨市,尚志市
美达发型设计(幸福家园店),腾飞路幸福小区3号楼8门市,"127.981759,45.214293",15846061196,黑龙江省,哈尔滨市,尚志市
欣雨美发工作室,亚布力镇联友家电对面,"128.613207,44.931155",15145037123,黑龙江省,哈尔滨市,尚志市
星尚造型(北一道街店),尚志镇财富广场2号楼门市现代网吧对面,"127.968360,45.215383",15545470366,黑龙江省,哈尔滨市,尚志市
温雅时尚烫染,亚布力镇大直街天源洗浴对面附近,"128.609117,44.932138",15045350386,黑龙江省,哈尔滨市,尚志市
神美美发造型,明礼路与尚志大街交叉口西北20米,"127.964827,45.210976",15246609139,黑龙江省,哈尔滨市,尚志市
秀客美发专业烫染店,一曼路与中央大街交叉口西北60米,"127.966621,45.214470",[],黑龙江省,哈尔滨市,尚志市
丽缘发艺(尚志站铁园小区店),尚志镇铁园小区(铁路货物处对过),"127.960033,45.208779",15146464180,黑龙江省,哈尔滨市,尚志市
英英美发(宝兴购物广场店),尚志镇宝兴幸福8号楼六门市,"127.983008,45.214968",[],黑龙江省,哈尔滨市,尚志市
名宇美发店,尚志市运输公司楼13号门市,"127.965724,45.210956",15663755465,黑龙江省,哈尔滨市,尚志市
金贵人美发沙龙(幸福家园店),尚志镇美食一条街幸福家园3号楼东1,"127.982408,45.214213",[],黑龙江省,哈尔滨市,尚志市
鹏智美发,尚志市尚志大街299号,"127.982030,45.211189",18445129597,黑龙江省,哈尔滨市,尚志市
设想烫染·造型店,新建路10号正西方向130米尚志市泰和·尚苑9栋,"127.958911,45.213181",18145687628,黑龙江省,哈尔滨市,尚志市
美乐精典造型,中央大街253号,"127.963332,45.213674",13936553759,黑龙江省,哈尔滨市,尚志市
陈希英美发,尚志镇电力宾馆对面,"127.971482,45.210518",15845035676,黑龙江省,哈尔滨市,尚志市
寄红美发(亨达小区店),亨达小区西北门旁,"127.965075,45.216669",18346255342,黑龙江省,哈尔滨市,尚志市
哈佛美烫,亚布力镇和平商厦后街,"128.610870,44.932063",15604616103,黑龙江省,哈尔滨市,尚志市
平哥发型工作室,尚志大街城建局小区,"127.978565,45.211181",13936069240,黑龙江省,哈尔滨市,尚志市
艺念美容美发(世纪富苑店),世纪富苑16号楼,"127.987921,45.214693",13936200718,黑龙江省,哈尔滨市,尚志市
金苹果发艺(康安小区店),康安小区东南门旁,"127.968932,45.216788",[],黑龙江省,哈尔滨市,尚志市
张雨镇中美容美发,中通快递(尚志黑龙宫镇营业部)北侧80米,"127.900549,45.433507",[],黑龙江省,哈尔滨市,尚志市
秀萍理发店,老街基乡康盛家园4单元,"127.972264,44.973746",18346250838,黑龙江省,哈尔滨市,尚志市
奇异恩典深圳美业(腾飞商厦店),腾飞南一道街与环保路交叉口东100米,"127.984295,45.212344",[],黑龙江省,哈尔滨市,尚志市
阿敏发型工作室,尚五路与木工路交叉口西南180米,"127.965731,45.204497",[],黑龙江省,哈尔滨市,尚志市
亨特造型发艺,尚志镇明礼路41号,"127.965110,45.211959",15146100982,黑龙江省,哈尔滨市,尚志市
伟伟发型设计(林兴小区店),亚布力林业局林兴小区9号楼林兴路26号,"128.622986,44.944038",15045354277,黑龙江省,哈尔滨市,尚志市
名模美发(牡丹家园店),希小东路与腾飞南一道街交叉口东北20米,"127.981464,45.212916",0451-53337878,黑龙江省,哈尔滨市,尚志市
