名称,地址,经纬度,电话,省份,城市,区县
得意造型(紫云小区二区店),紫云小区二区,"129.625443,44.584732",[],黑龙江省,牡丹江市,东安区
洋利造型,东小一条路南小日照街,"129.618728,44.588656",[],黑龙江省,牡丹江市,东安区
阳阳理发店,紫云小区二区,"129.625354,44.584897",[],黑龙江省,牡丹江市,东安区
云聚发艺(星元房产有限公司景福3区店),南小景福街81号,"129.621723,44.587912",[],黑龙江省,牡丹江市,东安区
珍珍发屋(东七条路店),东七条路106号,"129.640042,44.584873",13845375097,黑龙江省,牡丹江市,东安区
丹凤美发(步行街店),东小一条路北小日照街,"129.617716,44.589506",18714391982,黑龙江省,牡丹江市,东安区
小义的理发店,兴隆街55号环龙湾,"129.603284,44.542255",15945314100,黑龙江省,牡丹江市,东安区
乐草元韵呓造型(江达国际花园店),共和街江达国际花园北门4栋102门市,"129.622035,44.541909",13384630919,黑龙江省,牡丹江市,东安区
博夫造型工作室,[],"129.622374,44.590634",17604539915,黑龙江省,牡丹江市,东安区
香香美发(六峰湖小区店),六峰湖小区正门院内5号楼,"129.607362,44.543146",13845309338,黑龙江省,牡丹江市,东安区
首艺发型公社(东新安小区店),福民街115号,"129.635771,44.580501",15246336648,黑龙江省,牡丹江市,东安区
名门润秀烫染造型(东一条路店),东一条路南市街422号,"129.625677,44.574967",13604630377,黑龙江省,牡丹江市,东安区
泳河男士理发馆,乌苏里路中也乜河1号楼124门市,"129.628040,44.550995",18698198886,黑龙江省,牡丹江市,东安区
艺豪造型,东三条路景福街,"129.623548,44.588502",[],黑龙江省,牡丹江市,东安区
老的理发店,市政路与东新安街交叉口北60米,"129.625088,44.579356",[],黑龙江省,牡丹江市,东安区
剪约发艺,东二条路与南小景福街交叉口西南80米,"129.620414,44.586878",15545313660,黑龙江省,牡丹江市,东安区
丽海美发(东二条路店),东二条路86号,"129.621110,44.586747",13644636008,黑龙江省,牡丹江市,东安区
美客造型工作室(东小六条路店),海洋靓景3号楼,"129.639024,44.582080",[],黑龙江省,牡丹江市,东安区
青丝廊专业美发(清福小区E区店),南小沿江街41号清福小区E区,"129.636703,44.576760",15145398413,黑龙江省,牡丹江市,东安区
品尚造型,海洋靓景北院,"129.640125,44.581925",[],黑龙江省,牡丹江市,东安区
惟尔派发艺,北小景福街11号,"129.622213,44.589430",13303637980;13836367980,黑龙江省,牡丹江市,东安区
千慧美业,乜河街113号,"129.631302,44.556887",[],黑龙江省,牡丹江市,东安区
旭日红发艺,阳明街道东七条路新安街与长安街之间429号,"129.640379,44.584340",15845306521,黑龙江省,牡丹江市,东安区
艺美造型(爱民街店),东长安街78号,"129.624991,44.580507",18746332161,黑龙江省,牡丹江市,东安区
视诀国潮男士理发馆,东三条路长安街与新安街之间,"129.628412,44.580639",[],黑龙江省,牡丹江市,东安区
靓美造型,东小一条路北小东平安街靓美造型,"129.621757,44.583538",18246347273,黑龙江省,牡丹江市,东安区
太姬美发馆(牡丹恒大绿洲店),镜泊湖路476号牡丹江恒大绿洲,"129.642717,44.535464",[],黑龙江省,牡丹江市,东安区
迪凯(华华)美发,东小一条路北小平安街,"129.621823,44.583521",13555004530,黑龙江省,牡丹江市,东安区
华溢博造型工作室,东三条路65号,"129.623545,44.588522",[],黑龙江省,牡丹江市,东安区
阿威发艺,新安街道牡丹江东一条路清真寺,"129.624423,44.577782",13694685817,黑龙江省,牡丹江市,东安区
红利美容美发,东牡丹街东五条路与东六条路之间绿苑小区二区7号楼,"129.634660,44.584094",13199362518,黑龙江省,牡丹江市,东安区
简约造型(六峰湖小区店),六峰湖小区1号楼7号门市,"129.607910,44.543588",18645305526,黑龙江省,牡丹江市,东安区
艾莎烫染造型,南小七星街与东小一条路交叉口东北20米,"129.620549,44.585709",[],黑龙江省,牡丹江市,东安区
顶尚美发(华威小区店),东三条路新安街华威小区19号楼,"129.628573,44.578689",13836351380,黑龙江省,牡丹江市,东安区
黑猫美发设计室(新安小区店),新安小区(福民街),"129.633444,44.580821",15846762980,黑龙江省,牡丹江市,东安区
红鱼美发,东七条路与林川街交叉口东南40米,"129.639975,44.584975",13624538611,黑龙江省,牡丹江市,东安区
沐名造型(东四小区店),东四小区东北门东南60米,"129.632009,44.584524",13945374813,黑龙江省,牡丹江市,东安区
名扬造型,新阳绿洲康城19号楼105门市,"129.639139,44.575400",13504531797,黑龙江省,牡丹江市,东安区
托天发艺,南小景福街64号,"129.622607,44.587890",[],黑龙江省,牡丹江市,东安区
九千盈烫染经典店,华威小区东南门旁,"129.628655,44.578408",15204536676,黑龙江省,牡丹江市,东安区
金剪子烫染工作室,北小东平安街与东小一条路交叉口西南60米,"129.621236,44.583110",[],黑龙江省,牡丹江市,东安区
汇泉美发室(民航小区店),七星街58-a附近,"129.623426,44.586544",13946397742,黑龙江省,牡丹江市,东安区
晓辰造型,东长安街与东小三条路交叉口西20米153号,"129.628158,44.581767",15245333733,黑龙江省,牡丹江市,东安区
新时尚美发造型,七星街道北小爱民街与东小一条路交叉口东40米,"129.621288,44.585134",13644637651,黑龙江省,牡丹江市,东安区
月北美发店,东七条路与东新安街交叉口北80米,"129.640385,44.584299",[],黑龙江省,牡丹江市,东安区
云龙发艺(星元房产有限公司景福3区店),星元房产有限公司景福3区东南门旁,"129.621653,44.587976",13766614568,黑龙江省,牡丹江市,东安区
百姓理发店,东五条路与东新安街交叉口西北60米,"129.633520,44.581987",[],黑龙江省,牡丹江市,东安区
黄金造型(丽水蓝天店),花园西小区西南门西南50米,"129.626216,44.573064",15945752922,黑龙江省,牡丹江市,东安区
凤凰美发,东大批发城负一层29厅,"129.621963,44.580204",0453-6956633,黑龙江省,牡丹江市,东安区
俊客专业美发,东六条路鸿峰花园4号楼,"129.636625,44.579975",[],黑龙江省,牡丹江市,东安区
香香美发厅(福民1区店),东三条路406正南方向90米信大福民1区,"129.628374,44.578168",13089840286,黑龙江省,牡丹江市,东安区
林鑫发艺,南市街42号,"129.624922,44.575178",[],黑龙江省,牡丹江市,东安区
铭都美容美发(环龙湾店),环龙湾东南门东90米,"129.606398,44.543370",[],黑龙江省,牡丹江市,东安区
万利美发设计,东新安街与东五条路交叉口西南20米,"129.633878,44.581321",13694680577,黑龙江省,牡丹江市,东安区
明洞造型,雍华庭南门旁,"129.634430,44.557293",[],黑龙江省,牡丹江市,东安区
新卓越美发造型,世茂南外滩1期东南门旁,"129.637475,44.553475",[],黑龙江省,牡丹江市,东安区
阿俊造型(日照街店),东一条路东小一条路日照街115号,"129.617356,44.589099",[],黑龙江省,牡丹江市,东安区
仙剪阁,东二条路与东平安街交叉口南80米,"129.623575,44.582675",[],黑龙江省,牡丹江市,东安区
客多多快剪,东一步行街55号大润发(东安店),"129.619125,44.586425",[],黑龙江省,牡丹江市,东安区
小贾的化妆工作室,东小一条路北小爱民街(华隆美食街)平台5号门市,"129.620022,44.584734",17642009267,黑龙江省,牡丹江市,东安区
雲墨纹身工作室,东三条路249号,"129.628254,44.580743",15590883031;15764546366,黑龙江省,牡丹江市,东安区
CC的美甲工作室(东大劝业场店),太平路199号东大劝业场,"129.620425,44.580375",[],黑龙江省,牡丹江市,东安区
壹一美甲工作室,南小爱民街与东小一条路交叉口西南40米,"129.620985,44.583717",[],黑龙江省,牡丹江市,东安区
乐乐工作室,星河传说·聚星岛,"129.630648,44.557858",[],黑龙江省,牡丹江市,东安区
爵士烫染造型(山城社区店),文化街160号,"131.165300,44.396423",13351237233;13763611287,黑龙江省,牡丹江市,绥芬河市
几何匠造发型工作室,新兴街131号,"131.166182,44.400918",15945741991,黑龙江省,牡丹江市,绥芬河市
静静时尚发型设计,新华街182号,"131.167494,44.395418",13766612022,黑龙江省,牡丹江市,绥芬河市
欧尚女士烫染旗舰店,青云路185号四季春酒店对面,"131.167616,44.398135",0453-3999970;15645393030,黑龙江省,牡丹江市,绥芬河市
老狼发艺,聚源街24号,"131.161369,44.397812",13904843663,黑龙江省,牡丹江市,绥芬河市
七月造型,时尚E人网吧对面,"131.160059,44.397007",15245312040,黑龙江省,牡丹江市,绥芬河市
简爱形象设计,时代广场B-14,"131.148781,44.398214",15945398822,黑龙江省,牡丹江市,绥芬河市
咔咔发型工作室(牡丹江绥芬河市),绥芬河镇文化街172号,"131.165375,44.396475",13946385500,黑龙江省,牡丹江市,绥芬河市
美乐理发店,新兴街北侧金桥公寓楼下美乐理发店,"131.160892,44.402001",13514521705;15245333880,黑龙江省,牡丹江市,绥芬河市
东子发型工作室(山城社区店),新华街139号山城社区,"131.165074,44.396387",15145320737,黑龙江省,牡丹江市,绥芬河市
沐喜美甲美发,聚源3号楼1单元,"131.161024,44.398197",13836325556,黑龙江省,牡丹江市,绥芬河市
千惠美发(利华家园店),新华街274号,"131.170770,44.395936",13514512825,黑龙江省,牡丹江市,绥芬河市
潮流之尚形象设计(山城社区店),绥芬河镇文化街176号,"131.165625,44.396466",13351239255,黑龙江省,牡丹江市,绥芬河市
小刚造型(旗镇街店),绥芬河镇聚源街42号,"131.161025,44.397959",[],黑龙江省,牡丹江市,绥芬河市
大春发型工作室,青云路103号,"131.166907,44.401294",[],黑龙江省,牡丹江市,绥芬河市
诱惑力美发(平安街店),绥芬河镇平安街20号,"131.160137,44.391781",[],黑龙江省,牡丹江市,绥芬河市
虹珊美发,珠江路与乌苏里大街交叉口北60米,"131.148517,44.410591",13945335712,黑龙江省,牡丹江市,绥芬河市
王子烫染名店,绥芬河镇迎新街79号,"131.163818,44.394505",[],黑龙江省,牡丹江市,绥芬河市
剪艺发型设计,新华街与青云路交叉口西20米,"131.167843,44.395735",13836349617;15146328737,黑龙江省,牡丹江市,绥芬河市
鑫颖美发嘎里娅路门牌号195号,嘎里娅路195号,"131.160134,44.403549",15046371702,黑龙江省,牡丹江市,绥芬河市
美艺美发(育才小区店),乌苏里大街51号,"131.146117,44.410796",13514512193,黑龙江省,牡丹江市,绥芬河市
晓庆发艺(旗苑嘉园店),旗苑嘉园B区南门西80米,"131.142381,44.394077",13504607860,黑龙江省,牡丹江市,绥芬河市
漫妮美发,银桥宾馆后身热力3号楼,"131.160854,44.402694",13304534645,黑龙江省,牡丹江市,绥芬河市
俊玲发艺,绥芬河镇新兴街145号,"131.166404,44.400988",13946325705,黑龙江省,牡丹江市,绥芬河市
阿莲发艺(利华家园店),绥芬河镇丽华家园2号楼新华街302号,"131.171656,44.396062",13664631486,黑龙江省,牡丹江市,绥芬河市
创意时尚烫染(青云路店),绥芬河镇文化街188号,"131.167317,44.397697",[],黑龙江省,牡丹江市,绥芬河市
伊妍美容美发,绥芬河镇青云路通亚街欧品蛋糕旁边,"131.167633,44.397764",[],黑龙江省,牡丹江市,绥芬河市
雯洁美容院,绥芬河镇迎新街116号,"131.165746,44.394218",[],黑龙江省,牡丹江市,绥芬河市
文丽美容美发美体,新华街206号,"131.167752,44.395506",0453-3999891,黑龙江省,牡丹江市,绥芬河市
弘磊发艺(宝城-翰林苑店),迎泽丽都东门西北50米,"131.132658,44.388414",18249380788,黑龙江省,牡丹江市,绥芬河市
艺际时尚烫染,文化街与山城路交叉口东40米,"131.166445,44.396589",[],黑龙江省,牡丹江市,绥芬河市
小彬时尚造型,绥芬河镇聚源街25号,"131.160525,44.397775",[],黑龙江省,牡丹江市,绥芬河市
新丝路形象设计,梨树街铁路浴池一区门市,"131.160082,44.397010",13836348551,黑龙江省,牡丹江市,绥芬河市
小蝶美发(澳运阳光花园店),绥芬河镇奥运阳光花园2号楼8号门市,"131.142127,44.410412",18842516433,黑龙江省,牡丹江市,绥芬河市
美君发艺(旗苑嘉园店),阜宁镇阜新街-249号,"131.142484,44.394083",13634636253,黑龙江省,牡丹江市,绥芬河市
梵欧发艺,大直路与梨树街交叉口西南40米,"131.159400,44.396772",13504607631,黑龙江省,牡丹江市,绥芬河市
南希美发,绥芬河镇大直路66号,"131.159516,44.396370",13763610396,黑龙江省,牡丹江市,绥芬河市
小静发艺,青云路205号,"131.168314,44.397398",15945397437,黑龙江省,牡丹江市,绥芬河市
慧子造型,青云路68号,"131.166510,44.400519",15246393009,黑龙江省,牡丹江市,绥芬河市
创艺发型设计,绥芬河镇青云路123号(四季面条隔壁),"131.166948,44.400516",13664631703,黑龙江省,牡丹江市,绥芬河市
深港专业烫染,"山城路文化街集资1号楼1单元102室,文化街117号","131.165919,44.396549",18714423113,黑龙江省,牡丹江市,绥芬河市
毛毛烫染工作室,迎新街与大直路交叉口东20米,"131.160947,44.393528",13009899298,黑龙江省,牡丹江市,绥芬河市
梵慕造型,迎新街110号,"131.165970,44.394499",13206864450,黑龙江省,牡丹江市,绥芬河市
自由时尚造型,绥芬河镇聚源街29号,"131.161172,44.398136",[],黑龙江省,牡丹江市,绥芬河市
珍美发艺(世纪花园店),绥芬河镇通天路200号,"131.164118,44.393982",[],黑龙江省,牡丹江市,绥芬河市
丽波美发,大直路76号,"131.159499,44.396262",[],黑龙江省,牡丹江市,绥芬河市
首艺烫染造型(山城路店),山城路254号,"131.166612,44.394058",13634536231,黑龙江省,牡丹江市,绥芬河市
丽娜造型,通亚街与珍珠路交叉口西40米,"131.169579,44.398221",[],黑龙江省,牡丹江市,绥芬河市
名匠造型(通亚街店),橡山街11号,"131.161596,44.398376",[],黑龙江省,牡丹江市,绥芬河市
小美发艺,绥芬河镇银桥宾馆后身,"131.160842,44.402735",[],黑龙江省,牡丹江市,绥芬河市
明朗造型,绥芬河镇铁路浴池一区,"131.160206,44.397025",[],黑龙江省,牡丹江市,绥芬河市
金子发艺工作室,绥芬河镇新开街11号,"131.162595,44.399489",[],黑龙江省,牡丹江市,绥芬河市
名仕发廊,通珍街万事利楼,"131.168582,44.397294",[],黑龙江省,牡丹江市,绥芬河市
雅典形象设计,文化街与大直路交叉口东60米,"131.160675,44.395876",13199388316,黑龙江省,牡丹江市,绥芬河市
苏可顶级发型品牌,绥芬河镇通亚街190号,"131.169637,44.398232",[],黑龙江省,牡丹江市,绥芬河市
木子造型,绥芬河市聚源3号楼55号,"131.160560,44.398330",[],黑龙江省,牡丹江市,绥芬河市
沐名美发,聚源街与梨树街交叉口北40米,"131.160864,44.397548",[],黑龙江省,牡丹江市,绥芬河市
凯文美发形象设计,梨树街与大直路交叉口东40米,"131.160017,44.396998",13514522295,黑龙江省,牡丹江市,绥芬河市
摩卡造型,海融·富华苑南门东80米,"131.135210,44.395997",[],黑龙江省,牡丹江市,绥芬河市
新潮美发(同福街店),同福街政府家属楼76号,"131.153230,44.406849",[],黑龙江省,牡丹江市,绥芬河市
鑫鑫发型设计,迎新街与大直路交叉口东20米,"131.160649,44.393437",[],黑龙江省,牡丹江市,绥芬河市
风尚造型,青云路与新兴街交叉口南40米,"131.166651,44.400470",[],黑龙江省,牡丹江市,绥芬河市
纤艺造型(通亚街店),通亚街五彩楼174号,"131.169292,44.398151",13936349873,黑龙江省,牡丹江市,绥芬河市
永峰美业,通亚街与珍珠路交叉口西40米,"131.169565,44.398218",18249316111,黑龙江省,牡丹江市,绥芬河市
小双发艺,新兴街与青云路交叉口东40米,"131.167199,44.400762",15174691325,黑龙江省,牡丹江市,绥芬河市
小东造型,青云路168号,"131.168267,44.396083",13504607355,黑龙江省,牡丹江市,绥芬河市
小达发艺(旗镇街店),绥芬河镇聚源街38号,"131.161262,44.397836",15946345993,黑龙江省,牡丹江市,绥芬河市
文东发艺,新荣街与通亚街交叉口西北20米,"131.166226,44.397951",13664637804,黑龙江省,牡丹江市,绥芬河市
铭塑烫染名店,通亚街与青云路交叉口东80米,"131.168510,44.397988",13604839546,黑龙江省,牡丹江市,绥芬河市
梦巴黎美发,远航路与电力街交叉口西60米,"131.152204,44.405434",13946325243,黑龙江省,牡丹江市,绥芬河市
红发屋,新兴街143号,"131.166257,44.400974",13224635234,黑龙江省,牡丹江市,绥芬河市
玉莲概念发艺,绥芬河镇花园路平安街18号,"131.160058,44.391769",15945396466,黑龙江省,牡丹江市,绥芬河市
U·美私人订制,通亚街203号,"131.169567,44.398399",13115531444,黑龙江省,牡丹江市,绥芬河市
交点发艺,绥芬河镇海融富华苑13号楼,"131.132246,44.397337",[],黑龙江省,牡丹江市,绥芬河市
雪林发艺,新兴街135号,"131.166167,44.400963",[],黑龙江省,牡丹江市,绥芬河市
典点烫染(宝城-翰林苑店),宝城-翰林苑西门旁,"131.133642,44.386951",[],黑龙江省,牡丹江市,绥芬河市
审美造型烫染中心,青云路与通珍街交叉口西北40米,"131.167366,44.397613",[],黑龙江省,牡丹江市,绥芬河市
洋艺发型设计(时代广场2期店),时代广场南门东50米,"131.150521,44.399047",13664637622,黑龙江省,牡丹江市,绥芬河市
丝艺时尚烫染潮牌,通亚街与青云路交叉口东100米,"131.168696,44.398031",[],黑龙江省,牡丹江市,绥芬河市
靓丽发艺,新兴街与青云路交叉口西北20米,"131.166475,44.400978",18045319630,黑龙江省,牡丹江市,绥芬河市
艾米美发(绥芬河店),嘎丽娅路与新兴街交叉口东北140米,"131.160245,44.403906",[],黑龙江省,牡丹江市,绥芬河市
婷婷美发(利华家园店),绥芬河镇新华街320号,"131.172114,44.396157",[],黑龙江省,牡丹江市,绥芬河市
靓颖美发,绥芬河市交警队集资楼门市,"131.160078,44.402832",[],黑龙江省,牡丹江市,绥芬河市
简剪形象设计,绥芬河镇凯华商厦后身会晤路9号,"131.162048,44.402443",[],黑龙江省,牡丹江市,绥芬河市
安红发型设计,大直路177号,"131.161144,44.391431",15046377175,黑龙江省,牡丹江市,绥芬河市
晓秋发艺,绥芬河镇聚源2号楼,"131.161195,44.397843",[],黑龙江省,牡丹江市,绥芬河市
焕洁美发,青云路与南环路交叉口北140米,"131.168929,44.393219",[],黑龙江省,牡丹江市,绥芬河市
鑫蕊发艺,青云路与迎新街交叉口东南20米,"131.168580,44.394487",[],黑龙江省,牡丹江市,绥芬河市
亚色理发店,文化街与青云路交叉口西20米,"131.167525,44.396975",[],黑龙江省,牡丹江市,绥芬河市
小欧发艺,通亚街128号,"131.168142,44.397930",[],黑龙江省,牡丹江市,绥芬河市
艳辉美发,振兴路与新兴街交叉口西北180米,"131.169679,44.402402",[],黑龙江省,牡丹江市,绥芬河市
欣紫美发,花园路与平安街交叉口西北40米,"131.158987,44.392004",[],黑龙江省,牡丹江市,绥芬河市
小军美发,新安街33号中门市,"131.163727,44.398940",13845318898,黑龙江省,牡丹江市,绥芬河市
相遇理发店,文化街与花园路交叉口东北40米,"131.158875,44.395625",[],黑龙江省,牡丹江市,绥芬河市
东尼造型,聚源街与梨树街交叉口北80米,"131.160822,44.397992",[],黑龙江省,牡丹江市,绥芬河市
茗艺美业,花园路与梨树街交叉口西北100米,"131.157587,44.397762",[],黑龙江省,牡丹江市,绥芬河市
本色美发,新兴街与嘎丽娅路交叉口东40米,"131.159666,44.402827",[],黑龙江省,牡丹江市,绥芬河市
金满艺美发,嘎丽娅路与新兴街交叉口东北160米,"131.160425,44.403875",[],黑龙江省,牡丹江市,绥芬河市
剪约造型,新华街与山城路交叉口东80米,"131.167011,44.395389",[],黑龙江省,牡丹江市,绥芬河市
琳琳美发,花园路与迎新街交叉口西北60米,"131.158614,44.393523",[],黑龙江省,牡丹江市,绥芬河市
慧美发屋,阜宁镇海融富华苑12号楼,"131.134875,44.397925",[],黑龙江省,牡丹江市,绥芬河市
添雅发艺(福宁雅居店),福宁雅居西门东南70米,"131.141312,44.387085",[],黑龙江省,牡丹江市,绥芬河市
滚石美发,通亚街与珍珠路交叉口西60米,"131.169331,44.398366",[],黑龙江省,牡丹江市,绥芬河市
顺意发屋,大直路与长安街交叉口西北80米,"131.161194,44.389827",[],黑龙江省,牡丹江市,绥芬河市
莎朗美发,绥芬河镇长江路34号,"131.153596,44.406827",[],黑龙江省,牡丹江市,绥芬河市
晓薇发艺(海融·富华苑店),阜宁镇富华街1号东北方向190米海融·富华苑,"131.134619,44.396310",[],黑龙江省,牡丹江市,绥芬河市
影慧理发,新华街与花园路交叉口东北40米,"131.159000,44.394555",[],黑龙江省,牡丹江市,绥芬河市
金豆豆发艺,绥芬河镇花园路143号,"131.159466,44.392358",[],黑龙江省,牡丹江市,绥芬河市
杰子发型设计,大直路254号,"131.161230,44.389845",[],黑龙江省,牡丹江市,绥芬河市
爽婷美发(旗苑嘉园B区店),旗苑嘉园东南门旁,"131.144437,44.394223",[],黑龙江省,牡丹江市,绥芬河市
姝艺美容工作室,新华街与山城路交叉口西60米,"131.165420,44.395131",[],黑龙江省,牡丹江市,绥芬河市
多多美甲美睫工作室,通天路209号太阳购物公寓1004室,"131.164300,44.395884",[],黑龙江省,牡丹江市,绥芬河市
冠颜国际纤渺管理形象店,山城社区东北门北80米,"131.165959,44.396748",[],黑龙江省,牡丹江市,绥芬河市
肤域·专业祛痘(绥芬河店),通天路98号通天路兴绥大厦,"131.164225,44.398475",[],黑龙江省,牡丹江市,绥芬河市
博琳美容(绥芬河店),黄河路山景嘉园1-10号门市,"131.146712,44.409574",15945394543,黑龙江省,牡丹江市,绥芬河市
美容SPA会所,新华街156号,"131.165660,44.395184",[],黑龙江省,牡丹江市,绥芬河市
梦巴黎专业美发沙龙(阳光3区友好店),阳光三区门市,"131.130586,44.060831",0453-3668186,黑龙江省,牡丹江市,东宁市
深港发艺,东宁镇黄金公司吉信家属楼1号门市,"131.127403,44.066896",0453-3658877;0453-3688898,黑龙江省,牡丹江市,东宁市
小影美发(路畅小区店),路畅小区西门旁,"131.132877,44.059956",13946393943;15945383455,黑龙江省,牡丹江市,东宁市
美吧发型设计(福联安居楼店),工联街福联小区4号门市,"131.130057,44.060938",[],黑龙江省,牡丹江市,东宁市
薇薇发艺,通盛街与细林巷交叉口北40米,"131.132669,44.064173",18246320063,黑龙江省,牡丹江市,东宁市
头等舱造型(兴发小区店),金叶小区西北门旁,"131.129106,44.066769",13214630206,黑龙江省,牡丹江市,东宁市
艾菲儿美发,东宁市房产14号楼,"131.120266,44.064704",13836391611,黑龙江省,牡丹江市,东宁市
木子发艺理发店,绥阳镇建荣街景园小区27号门市,"130.891577,44.425932",[],黑龙江省,牡丹江市,东宁市
绝色造型(天成2区店),天成小区2区,"130.889208,44.425877",[],黑龙江省,牡丹江市,东宁市
时尚元素美容美发(江南二区店),东宁镇江南二区,"131.127503,44.066010",15846462221,黑龙江省,牡丹江市,东宁市
爵士美发(通盛街店),通盛街84号,"131.126037,44.067294",15246386378,黑龙江省,牡丹江市,东宁市
魔剪(通盛街店),通盛街与细林巷交叉口北40米,"131.132709,44.064108",[],黑龙江省,牡丹江市,东宁市
老狼发艺,301国道与兴阳街交叉口西南180米,"130.892376,44.425906",15945480783,黑龙江省,牡丹江市,东宁市
蒂梵尼(鸿祥家园店),鸿祥家园北门旁,"131.122603,44.064541",15945385989,黑龙江省,牡丹江市,东宁市
照磊剪发廊(幸福小区店),福联安居楼东北门旁,"131.129918,44.061321",[],黑龙江省,牡丹江市,东宁市
斯为美发艺(明德花园店),馨苑2区南门南50米,"131.126231,44.056552",15246384568;15946324177,黑龙江省,牡丹江市,东宁市
千艺发型室(吉祥大厦店),东宁镇北兴小区a座31号门市吉祥大厦东门,"131.132132,44.063464",15174680521,黑龙江省,牡丹江市,东宁市
唯美发艺,老黑山镇老黑山村村民委员会西侧160米,"130.868875,43.740175",[],黑龙江省,牡丹江市,东宁市
丝路发艺,纺织路与河北街交叉路口东南侧(财政小区西北侧),"131.120379,44.069450",[],黑龙江省,牡丹江市,东宁市
剪艺人生(光明小区店),光明街19-3号附近,"131.116415,44.066951",13946383608,黑龙江省,牡丹江市,东宁市
玉红发廊,东宁镇繁荣街东兴路宝信商场后身,"131.128525,44.065125",[],黑龙江省,牡丹江市,东宁市
质朴美发沙龙,光明街与纺织路交叉口东60米,"131.121397,44.067457",15545037717,黑龙江省,牡丹江市,东宁市
青丝绣坊时尚发艺,纺织小区利源祥酒店楼下,"131.120706,44.065703",[],黑龙江省,牡丹江市,东宁市
尚品时尚造型,通胜街84号,"131.126069,44.066591",18714426987,黑龙江省,牡丹江市,东宁市
觅镜,盛和城3号楼1号门市,"131.126134,44.072591",15246389665;18745388500,黑龙江省,牡丹江市,东宁市
格尔美发艺工作室(兴发小区店),兴发小区1号门市(通盛街),"131.129090,44.066792",15246333340,黑龙江省,牡丹江市,东宁市
发朴造型烫染专业店,市工联街幸福小区南侧8号门市,"131.129634,44.061343",13946300554,黑龙江省,牡丹江市,东宁市
审美(美容美体烫染造型店),东宁市机关幼儿园南门东80米,"131.124387,44.064879",13763611117,黑龙江省,牡丹江市,东宁市
鑫苑发艺(明德花园店),黑龙江省牡丹江市东宁市东宁镇明德花园小区7号楼9号门市,"131.127317,44.056588",[],黑龙江省,牡丹江市,东宁市
婷婷发型工作室,繁荣小区北门旁,"131.120620,44.064810",15645330606,黑龙江省,牡丹江市,东宁市
聚点形象设计,中心小区c栋聚点发艺,"131.129069,44.065526",15945380078,黑龙江省,牡丹江市,东宁市
小爱美发(路畅小区店),路畅小区,"131.131422,44.059364",13836390897,黑龙江省,牡丹江市,东宁市
天艺发型室(锦绣家园店),绥滨小区a座33号,"131.112658,44.066681",[],黑龙江省,牡丹江市,东宁市
夕禾发型工作室,学府小区东门旁纺织小区3号门市,"131.120725,44.065975",18714422671,黑龙江省,牡丹江市,东宁市
影艺造型(彩虹花园店),东宁镇彩虹花园a座,"131.121592,44.066434",18946368827,黑龙江省,牡丹江市,东宁市
芒果造型(金苑小区店),东兴路40号,"131.130389,44.065316",18945332992,黑龙江省,牡丹江市,东宁市
享理,东宁市,"131.120600,44.067381",[],黑龙江省,牡丹江市,东宁市
爱尚理拉女发V潮店,通盛街与三江路交叉口东南40米,"131.125925,44.067328",[],黑龙江省,牡丹江市,东宁市
小柳美发,繁荣街106号10号门市,"131.124621,44.064666",[],黑龙江省,牡丹江市,东宁市
首尔美发沙龙,福乐幼儿园东南门西50米,"131.121626,44.061375",13766612310,黑龙江省,牡丹江市,东宁市
小也发艺,彩虹小区a栋,"131.122072,44.066450",15146327079,黑龙江省,牡丹江市,东宁市
美源烫染专业机构,东宁镇繁荣小区东侧门市116号,"131.121361,44.063982",[],黑龙江省,牡丹江市,东宁市
慕凡发艺(兴发小区店),通盛路兴发小区9号门市,"131.129535,44.066764",[],黑龙江省,牡丹江市,东宁市
沙轩造型(幸福小区店),绥阳镇幸福小区10号门市,"130.883687,44.418640",[],黑龙江省,牡丹江市,东宁市
深度造型,中心小区A栋20号门市,"131.128692,44.066610",13089859796,黑龙江省,牡丹江市,东宁市
博丽发屋,中华南路与幸福路交叉口北120米,"131.127481,44.059545",[],黑龙江省,牡丹江市,东宁市
新宇发式林,301国道与兴阳街交叉口西180米,"130.892191,44.426000",13114637973,黑龙江省,牡丹江市,东宁市
美琪发艺,东宁镇振华小区1号楼,"131.121255,44.059462",[],黑龙江省,牡丹江市,东宁市
剪艺轩专业烫染,301国道与兴阳街交叉口西南220米,"130.891950,44.425715",[],黑龙江省,牡丹江市,东宁市
理享造型,兴阳街9号,"130.892541,44.425714",15344536797,黑龙江省,牡丹江市,东宁市
喜头发型工作室,黄金小区14号门市,"131.128469,44.066868",[],黑龙江省,牡丹江市,东宁市
第六感发型设计(新馨家园店),东宁镇新馨家园C栋4号门市,"131.131573,44.066001",[],黑龙江省,牡丹江市,东宁市
尚欧造型,双泉路4号,"131.131777,44.067943",17382875389,黑龙江省,牡丹江市,东宁市
有空造型,幸福小区2号门市,"131.129325,44.061791",17831073895,黑龙江省,牡丹江市,东宁市
尚剪造型烫染,东苑三区2号楼6号门市,"131.140130,44.058736",15246388853,黑龙江省,牡丹江市,东宁市
艺格发型设计室,东宁镇东苑路22号二校斜对面,"131.135870,44.058582",18677726543,黑龙江省,牡丹江市,东宁市
靓点发艺(新馨家园店),新馨家园东南门旁,"131.132182,44.066113",18745386876,黑龙江省,牡丹江市,东宁市
